age,income,caste,occupation,family_size,citizen_id,scheme_id,scheme_title,eligible
41,179335,general,artisan,5,C00000,Krishi Yantra Dhare,Krishi Yantra Dhare,0
41,179335,general,artisan,5,C00000,Savayava Bhagya,Savayava Bhagya,0
41,179335,general,artisan,5,C00000,Krishi Navodyama,Krishi Navodyama,0
41,179335,general,artisan,5,C00000,Bhoo Chetana,Bhoo Chetana,0
41,179335,general,artisan,5,C00000,Suvarna Gramodaya,Suvarna Gramodaya,0
41,179335,general,artisan,5,C00000,Karnataka State Agriculture Marketing Board Loans,Karnataka State Agriculture Marketing Board Loans,0
41,179335,general,artisan,5,C00000,PM MUDRA Yojana (PMMY),PM MUDRA Yojana (PMMY),0
41,179335,general,artisan,5,C00000,PMEGP (Prime Minister Employment Generation Programme),PMEGP (Prime Minister Employment Generation Programme),0
41,179335,general,artisan,5,C00000,Stand-Up India Scheme,Stand-Up India Scheme,0
41,179335,general,artisan,5,C00000,PM Vishwakarma Scheme,PM Vishwakarma Scheme,0
41,179335,general,artisan,5,C00000,Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),0
41,179335,general,artisan,5,C00000,MSME Champion Scheme,MSME Champion Scheme,0
41,179335,general,artisan,5,C00000,SFURTI (Cluster Development),SFURTI (Cluster Development),0
41,179335,general,artisan,5,C00000,Startup India Seed Fund,Startup India Seed Fund,0
41,179335,general,artisan,5,C00000,PM Formalization of Micro Food Processing Enterprises (PMFME),PM Formalization of Micro Food Processing Enterprises (PMFME),0
41,179335,general,artisan,5,C00000,ASPIRE Scheme,ASPIRE Scheme,0
41,179335,general,artisan,5,C00000,ZED Certification Scheme,ZED Certification Scheme,0
41,179335,general,artisan,5,C00000,NSIC Marketing Assistance,NSIC Marketing Assistance,0
41,179335,general,artisan,5,C00000,CLCSS (Credit Linked Capital Subsidy Scheme),CLCSS (Credit Linked Capital Subsidy Scheme),0
41,179335,general,artisan,5,C00000,One District One Product (ODOP),One District One Product (ODOP),1
41,179335,general,artisan,5,C00000,Self Employment Lending (National Corporations),Self Employment Lending (National Corporations),0
41,179335,general,artisan,5,C00000,Chief Minister’s Self Employment Generation Programme (CMEGP),Chief Minister’s Self Employment Generation Programme (CMEGP),0
41,179335,general,artisan,5,C00000,Udyogini (Women Welfare),Udyogini (Women Welfare),0
41,179335,general,artisan,5,C00000,KMDC Self-Employment Loan,KMDC Self-Employment Loan,0
41,179335,general,artisan,5,C00000,Dr. Ambedkar Development Corporation Self-Employment Scheme,Dr. Ambedkar Development Corporation Self-Employment Scheme,0
41,179335,general,artisan,5,C00000,Vishwakarma Communities Development Loan,Vishwakarma Communities Development Loan,0
41,179335,general,artisan,5,C00000,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
41,179335,general,artisan,5,C00000,Unnati Scheme (Social Startups),Unnati Scheme (Social Startups),0
41,179335,general,artisan,5,C00000,Badavara Bandhu (Mobile Bank),Badavara Bandhu (Mobile Bank),0
41,179335,general,artisan,5,C00000,Devaraj Urs Backward Classes Development Direct Loan,Devaraj Urs Backward Classes Development Direct Loan,0
41,179335,general,artisan,5,C00000,Karnataka Handloom Development Corporation (KHDC) Support,Karnataka Handloom Development Corporation (KHDC) Support,0
41,179335,general,artisan,5,C00000,Cauvery Handicrafts (KSHDCL) Artisan Kits,Cauvery Handicrafts (KSHDCL) Artisan Kits,0
41,179335,general,artisan,5,C00000,Elevate (Startup Karnataka),Elevate (Startup Karnataka),0
41,179335,general,artisan,5,C00000,Kayaka Scheme (SHG Support),Kayaka Scheme (SHG Support),0
41,179335,general,artisan,5,C00000,Rural Artisan Direct Loan,Rural Artisan Direct Loan,0
41,179335,general,artisan,5,C00000,Karnataka Leather Industries (LIDKAR) Support,Karnataka Leather Industries (LIDKAR) Support,0
41,179335,general,artisan,5,C00000,National Means-cum-Merit Scholarship (NMMSS),National Means-cum-Merit Scholarship (NMMSS),0
41,179335,general,artisan,5,C00000,PM-USP (Scholarship for College Students),PM-USP (Scholarship for College Students),0
41,179335,general,artisan,5,C00000,PM-Vidyalaxmi,PM-Vidyalaxmi,0
41,179335,general,artisan,5,C00000,Central Sector Interest Subsidy (CSIS),Central Sector Interest Subsidy (CSIS),0
41,179335,general,artisan,5,C00000,PM-YASASVI Scholarship,PM-YASASVI Scholarship,0
41,179335,general,artisan,5,C00000,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
41,179335,general,artisan,5,C00000,Sukanya Samriddhi Yojana,Sukanya Samriddhi Yojana,0
41,179335,general,artisan,5,C00000,PM CARES for Children,PM CARES for Children,0
41,179335,general,artisan,5,C00000,Pragati Scholarship for Girls,Pragati Scholarship for Girls,0
41,179335,general,artisan,5,C00000,Saksham Scholarship,Saksham Scholarship,0
41,179335,general,artisan,5,C00000,National Overseas Scholarship,National Overseas Scholarship,0
41,179335,general,artisan,5,C00000,INSPIRE Scholarship,INSPIRE Scholarship,0
41,179335,general,artisan,5,C00000,Post-Matric Scholarship for Minorities,Post-Matric Scholarship for Minorities,0
41,179335,general,artisan,5,C00000,Kishore Vaigyanik Protsahan Yojana (KVPY),Kishore Vaigyanik Protsahan Yojana (KVPY),0
41,179335,general,artisan,5,C00000,Junior Research Fellowship (NET-JRF),Junior Research Fellowship (NET-JRF),0
41,179335,general,artisan,5,C00000,SSP Post-Matric Scholarship,SSP Post-Matric Scholarship,0
41,179335,general,artisan,5,C00000,Vidyasiri (Food & Accommodation),Vidyasiri (Food & Accommodation),0
41,179335,general,artisan,5,C00000,Arivu Education Loan Scheme,Arivu Education Loan Scheme,0
41,179335,general,artisan,5,C00000,Prabuddha Overseas Scholarship,Prabuddha Overseas Scholarship,0
41,179335,general,artisan,5,C00000,Free Laptops for SC/ST Students,Free Laptops for SC/ST Students,0
41,179335,general,artisan,5,C00000,Incentive for SSLC & 2nd PUC (Minority),Incentive for SSLC & 2nd PUC (Minority),0
41,179335,general,artisan,5,C00000,PhD Fellowship (Social Welfare Board),PhD Fellowship (Social Welfare Board),0
41,179335,general,artisan,5,C00000,SSP Pre-Matric Scholarship,SSP Pre-Matric Scholarship,0
41,179335,general,artisan,5,C00000,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
41,179335,general,artisan,5,C00000,Kittur Rani Chennamma Award,Kittur Rani Chennamma Award,0
41,179335,general,artisan,5,C00000,Samriddhi Scheme (SC/ST Startups),Samriddhi Scheme (SC/ST Startups),0
41,179335,general,artisan,5,C00000,Free Cycle Scheme,Free Cycle Scheme,0
41,179335,general,artisan,5,C00000,D. Devaraj Urs Foreign Education Scholarship,D. Devaraj Urs Foreign Education Scholarship,0
41,179335,general,artisan,5,C00000,Adarsha Vidyalaya Entrance Fellowship,Adarsha Vidyalaya Entrance Fellowship,0
41,179335,general,artisan,5,C00000,Vidyasiri Rural Hostel maintenance,Vidyasiri Rural Hostel maintenance,0
41,179335,general,artisan,5,C00000,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),Pradhan Mantri Kaushal Vikas Yojana (PMKVY),0
41,179335,general,artisan,5,C00000,Prime Minister’s Employment Generation Programme (PMEGP),Prime Minister’s Employment Generation Programme (PMEGP),0
41,179335,general,artisan,5,C00000,National Career Service (NCS) Portal,National Career Service (NCS) Portal,0
41,179335,general,artisan,5,C00000,ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),0
41,179335,general,artisan,5,C00000,DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),0
41,179335,general,artisan,5,C00000,PM-DAKSH Yojana,PM-DAKSH Yojana,0
41,179335,general,artisan,5,C00000,STRIVE (Skills Strengthening for Industrial Value Enhancement),STRIVE (Skills Strengthening for Industrial Value Enhancement),0
41,179335,general,artisan,5,C00000,SANKALP Scheme,SANKALP Scheme,0
41,179335,general,artisan,5,C00000,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
41,179335,general,artisan,5,C00000,Jan Shikshan Sansthan (JSS),Jan Shikshan Sansthan (JSS),0
41,179335,general,artisan,5,C00000,PM Kaushal Kendra (PMKK),PM Kaushal Kendra (PMKK),0
41,179335,general,artisan,5,C00000,National SC-ST Hub (NSSH),National SC-ST Hub (NSSH),0
41,179335,general,artisan,5,C00000,SAMRATH (Textile Skill Development),SAMRATH (Textile Skill Development),0
41,179335,general,artisan,5,C00000,Self-Employment Lending (OBC/EBC),Self-Employment Lending (OBC/EBC),0
41,179335,general,artisan,5,C00000,Credit Guarantee for Micro Units (CGFMU),Credit Guarantee for Micro Units (CGFMU),0
41,179335,general,artisan,5,C00000,Yuva Nidhi Scheme,Yuva Nidhi Scheme,0
41,179335,general,artisan,5,C00000,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
41,179335,general,artisan,5,C00000,CMEGP (Self-Employment Generation),CMEGP (Self-Employment Generation),0
41,179335,general,artisan,5,C00000,Dr. Ambedkar Swavalambana Yojana,Dr. Ambedkar Swavalambana Yojana,0
41,179335,general,artisan,5,C00000,Samriddhi (Franchise-based Entrepreneurship),Samriddhi (Franchise-based Entrepreneurship),0
41,179335,general,artisan,5,C00000,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
41,179335,general,artisan,5,C00000,Devaraj Urs Development Corporation Startup Loan,Devaraj Urs Development Corporation Startup Loan,0
41,179335,general,artisan,5,C00000,Kayaka (SHG Enterprise Support),Kayaka (SHG Enterprise Support),0
41,179335,general,artisan,5,C00000,Badavara Bandhu (Zero Interest Loan for Start),Badavara Bandhu (Zero Interest Loan for Start),0
41,179335,general,artisan,5,C00000,Minority Development Corporation Self-Employment Scheme,Minority Development Corporation Self-Employment Scheme,0
41,179335,general,artisan,5,C00000,Ambedkar Self Employment for Physically Challenged,Ambedkar Self Employment for Physically Challenged,0
41,179335,general,artisan,5,C00000,Elevate (Startup Grants for Women/Tier-2),Elevate (Startup Grants for Women/Tier-2),0
41,179335,general,artisan,5,C00000,Unnati (Social Innovation Grants),Unnati (Social Innovation Grants),0
41,179335,general,artisan,5,C00000,Suvarna Kayaka,Suvarna Kayaka,0
41,179335,general,artisan,5,C00000,Madiwala Development Corporation Loan,Madiwala Development Corporation Loan,0
41,179335,general,artisan,5,C00000,MGNREGA,MGNREGA,0
41,179335,general,artisan,5,C00000,PM Shram Yogi Maan-Dhan (PM-SYM),PM Shram Yogi Maan-Dhan (PM-SYM),0
41,179335,general,artisan,5,C00000,Ayushman Bharat-PMJAY,Ayushman Bharat-PMJAY,0
41,179335,general,artisan,5,C00000,PM Jeevan Jyoti Bima Yojana (PMJJBY),PM Jeevan Jyoti Bima Yojana (PMJJBY),1
41,179335,general,artisan,5,C00000,PM Suraksha Bima Yojana (PMSBY),PM Suraksha Bima Yojana (PMSBY),1
41,179335,general,artisan,5,C00000,PM Awas Yojana - Gramin (PMAY-G),PM Awas Yojana - Gramin (PMAY-G),1
41,179335,general,artisan,5,C00000,PM SVANidhi,PM SVANidhi,0
41,179335,general,artisan,5,C00000,DDU-GKY (Skill Training),DDU-GKY (Skill Training),0
41,179335,general,artisan,5,C00000,Atal Pension Yojana (APY),Atal Pension Yojana (APY),0
41,179335,general,artisan,5,C00000,PM Ujjwala Yojana,PM Ujjwala Yojana,1
41,179335,general,artisan,5,C00000,National Food Security Act (NFSA),National Food Security Act (NFSA),1
41,179335,general,artisan,5,C00000,PM Garib Kalyan Anna Yojana,PM Garib Kalyan Anna Yojana,1
41,179335,general,artisan,5,C00000,Deendayal Antyodaya Yojana (NULM),Deendayal Antyodaya Yojana (NULM),1
41,179335,general,artisan,5,C00000,National Social Assistance Programme,National Social Assistance Programme,1
41,179335,general,artisan,5,C00000,PM-eBus Sewa,PM-eBus Sewa,1
41,179335,general,artisan,5,C00000,Gig Workers Social Security Act,Gig Workers Social Security Act,0
41,179335,general,artisan,5,C00000,BOCW Pension Scheme,BOCW Pension Scheme,0
41,179335,general,artisan,5,C00000,Accident Compensation (BOCW),Accident Compensation (BOCW),0
41,179335,general,artisan,5,C00000,Educational Assistance for Workers' Children,Educational Assistance for Workers' Children,0
41,179335,general,artisan,5,C00000,Maternity Benefits for Registered Workers,Maternity Benefits for Registered Workers,0
41,179335,general,artisan,5,C00000,Marriage Assistance for Workers,Marriage Assistance for Workers,0
41,179335,general,artisan,5,C00000,Ambedkar Labour Assistance,Ambedkar Labour Assistance,0
41,179335,general,artisan,5,C00000,Thayi Bhagya,Thayi Bhagya,1
41,179335,general,artisan,5,C00000,Udyogini Scheme,Udyogini Scheme,0
41,179335,general,artisan,5,C00000,Kayaka Scheme,Kayaka Scheme,0
41,179335,general,artisan,5,C00000,Badavara Bandhu,Badavara Bandhu,0
41,179335,general,artisan,5,C00000,Charmashilpa Scheme,Charmashilpa Scheme,0
41,179335,general,artisan,5,C00000,Madilu Kit,Madilu Kit,1
41,179335,general,artisan,5,C00000,Bus Pass for Building Workers,Bus Pass for Building Workers,0
41,179335,general,artisan,5,C00000,Karnataka Labour Welfare Board Educational Assistance,Karnataka Labour Welfare Board Educational Assistance,0
67,185696,sc,farmer,8,C00001,PM-Kisan Samman Nidhi,PM-Kisan Samman Nidhi,1
67,185696,sc,farmer,8,C00001,Pradhan Mantri Fasal Bima Yojana (PMFBY),Pradhan Mantri Fasal Bima Yojana (PMFBY),1
67,185696,sc,farmer,8,C00001,Kisan Credit Card (KCC),Kisan Credit Card (KCC),1
67,185696,sc,farmer,8,C00001,Soil Health Card Scheme,Soil Health Card Scheme,1
67,185696,sc,farmer,8,C00001,PM Krishi Sinchai Yojana (PMKSY),PM Krishi Sinchai Yojana (PMKSY),1
67,185696,sc,farmer,8,C00001,E-NAM (National Agriculture Market),E-NAM (National Agriculture Market),1
67,185696,sc,farmer,8,C00001,Paramparagat Krishi Vikas Yojana (PKVY),Paramparagat Krishi Vikas Yojana (PKVY),1
67,185696,sc,farmer,8,C00001,PM-KISAN Maandhan Yojana,PM-KISAN Maandhan Yojana,0
67,185696,sc,farmer,8,C00001,Agri-Infrastructure Fund,Agri-Infrastructure Fund,1
67,185696,sc,farmer,8,C00001,PM Matsya Sampada Yojana,PM Matsya Sampada Yojana,1
67,185696,sc,farmer,8,C00001,PM-AASHA,PM-AASHA,1
67,185696,sc,farmer,8,C00001,National Food Security Mission,National Food Security Mission,1
67,185696,sc,farmer,8,C00001,Micro Irrigation Fund,Micro Irrigation Fund,1
67,185696,sc,farmer,8,C00001,Mission for Integrated Development of Horticulture,Mission for Integrated Development of Horticulture,1
67,185696,sc,farmer,8,C00001,Kisan Urja Suraksha evam Utthaan Mahabhiyan (PM-KUSUM),Kisan Urja Suraksha evam Utthaan Mahabhiyan (PM-KUSUM),1
67,185696,sc,farmer,8,C00001,Raitha Vidyanidhi Scholarship,Raitha Vidyanidhi Scholarship,0
67,185696,sc,farmer,8,C00001,Krishi Bhagya,Krishi Bhagya,1
67,185696,sc,farmer,8,C00001,Pashu Bhagya,Pashu Bhagya,1
67,185696,sc,farmer,8,C00001,Milk Incentive Scheme,Milk Incentive Scheme,1
67,185696,sc,farmer,8,C00001,Ganga Kalyana Scheme,Ganga Kalyana Scheme,1
67,185696,sc,farmer,8,C00001,Raitha Siri,Raitha Siri,1
67,185696,sc,farmer,8,C00001,Krushi Aranya Protsaha Yojane,Krushi Aranya Protsaha Yojane,1
67,185696,sc,farmer,8,C00001,Surya Raitha,Surya Raitha,1
67,185696,sc,farmer,8,C00001,Raitha Sanjeevini (Accident Insurance),Raitha Sanjeevini (Accident Insurance),1
67,185696,sc,farmer,8,C00001,Krishi Yantra Dhare,Krishi Yantra Dhare,1
67,185696,sc,farmer,8,C00001,Savayava Bhagya,Savayava Bhagya,1
67,185696,sc,farmer,8,C00001,Krishi Navodyama,Krishi Navodyama,1
67,185696,sc,farmer,8,C00001,Bhoo Chetana,Bhoo Chetana,1
67,185696,sc,farmer,8,C00001,Suvarna Gramodaya,Suvarna Gramodaya,1
67,185696,sc,farmer,8,C00001,Karnataka State Agriculture Marketing Board Loans,Karnataka State Agriculture Marketing Board Loans,1
67,185696,sc,farmer,8,C00001,PM MUDRA Yojana (PMMY),PM MUDRA Yojana (PMMY),0
67,185696,sc,farmer,8,C00001,PMEGP (Prime Minister Employment Generation Programme),PMEGP (Prime Minister Employment Generation Programme),0
67,185696,sc,farmer,8,C00001,Stand-Up India Scheme,Stand-Up India Scheme,0
67,185696,sc,farmer,8,C00001,PM Vishwakarma Scheme,PM Vishwakarma Scheme,0
67,185696,sc,farmer,8,C00001,Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),0
67,185696,sc,farmer,8,C00001,MSME Champion Scheme,MSME Champion Scheme,0
67,185696,sc,farmer,8,C00001,SFURTI (Cluster Development),SFURTI (Cluster Development),0
67,185696,sc,farmer,8,C00001,Startup India Seed Fund,Startup India Seed Fund,0
67,185696,sc,farmer,8,C00001,PM Formalization of Micro Food Processing Enterprises (PMFME),PM Formalization of Micro Food Processing Enterprises (PMFME),1
67,185696,sc,farmer,8,C00001,ASPIRE Scheme,ASPIRE Scheme,0
67,185696,sc,farmer,8,C00001,ZED Certification Scheme,ZED Certification Scheme,0
67,185696,sc,farmer,8,C00001,NSIC Marketing Assistance,NSIC Marketing Assistance,0
67,185696,sc,farmer,8,C00001,CLCSS (Credit Linked Capital Subsidy Scheme),CLCSS (Credit Linked Capital Subsidy Scheme),0
67,185696,sc,farmer,8,C00001,One District One Product (ODOP),One District One Product (ODOP),0
67,185696,sc,farmer,8,C00001,Self Employment Lending (National Corporations),Self Employment Lending (National Corporations),1
67,185696,sc,farmer,8,C00001,Chief Minister’s Self Employment Generation Programme (CMEGP),Chief Minister’s Self Employment Generation Programme (CMEGP),0
67,185696,sc,farmer,8,C00001,Udyogini (Women Welfare),Udyogini (Women Welfare),0
67,185696,sc,farmer,8,C00001,KMDC Self-Employment Loan,KMDC Self-Employment Loan,0
67,185696,sc,farmer,8,C00001,Dr. Ambedkar Development Corporation Self-Employment Scheme,Dr. Ambedkar Development Corporation Self-Employment Scheme,0
67,185696,sc,farmer,8,C00001,Vishwakarma Communities Development Loan,Vishwakarma Communities Development Loan,0
67,185696,sc,farmer,8,C00001,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
67,185696,sc,farmer,8,C00001,Unnati Scheme (Social Startups),Unnati Scheme (Social Startups),0
67,185696,sc,farmer,8,C00001,Badavara Bandhu (Mobile Bank),Badavara Bandhu (Mobile Bank),0
67,185696,sc,farmer,8,C00001,Devaraj Urs Backward Classes Development Direct Loan,Devaraj Urs Backward Classes Development Direct Loan,0
67,185696,sc,farmer,8,C00001,Karnataka Handloom Development Corporation (KHDC) Support,Karnataka Handloom Development Corporation (KHDC) Support,0
67,185696,sc,farmer,8,C00001,Cauvery Handicrafts (KSHDCL) Artisan Kits,Cauvery Handicrafts (KSHDCL) Artisan Kits,0
67,185696,sc,farmer,8,C00001,Elevate (Startup Karnataka),Elevate (Startup Karnataka),0
67,185696,sc,farmer,8,C00001,Kayaka Scheme (SHG Support),Kayaka Scheme (SHG Support),0
67,185696,sc,farmer,8,C00001,Rural Artisan Direct Loan,Rural Artisan Direct Loan,0
67,185696,sc,farmer,8,C00001,Karnataka Leather Industries (LIDKAR) Support,Karnataka Leather Industries (LIDKAR) Support,0
67,185696,sc,farmer,8,C00001,National Means-cum-Merit Scholarship (NMMSS),National Means-cum-Merit Scholarship (NMMSS),0
67,185696,sc,farmer,8,C00001,PM-USP (Scholarship for College Students),PM-USP (Scholarship for College Students),0
67,185696,sc,farmer,8,C00001,PM-Vidyalaxmi,PM-Vidyalaxmi,0
67,185696,sc,farmer,8,C00001,Central Sector Interest Subsidy (CSIS),Central Sector Interest Subsidy (CSIS),0
67,185696,sc,farmer,8,C00001,PM-YASASVI Scholarship,PM-YASASVI Scholarship,0
67,185696,sc,farmer,8,C00001,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
67,185696,sc,farmer,8,C00001,Sukanya Samriddhi Yojana,Sukanya Samriddhi Yojana,0
67,185696,sc,farmer,8,C00001,PM CARES for Children,PM CARES for Children,0
67,185696,sc,farmer,8,C00001,Pragati Scholarship for Girls,Pragati Scholarship for Girls,0
67,185696,sc,farmer,8,C00001,Saksham Scholarship,Saksham Scholarship,0
67,185696,sc,farmer,8,C00001,National Overseas Scholarship,National Overseas Scholarship,0
67,185696,sc,farmer,8,C00001,INSPIRE Scholarship,INSPIRE Scholarship,0
67,185696,sc,farmer,8,C00001,Post-Matric Scholarship for Minorities,Post-Matric Scholarship for Minorities,0
67,185696,sc,farmer,8,C00001,Kishore Vaigyanik Protsahan Yojana (KVPY),Kishore Vaigyanik Protsahan Yojana (KVPY),0
67,185696,sc,farmer,8,C00001,Junior Research Fellowship (NET-JRF),Junior Research Fellowship (NET-JRF),0
67,185696,sc,farmer,8,C00001,SSP Post-Matric Scholarship,SSP Post-Matric Scholarship,0
67,185696,sc,farmer,8,C00001,Vidyasiri (Food & Accommodation),Vidyasiri (Food & Accommodation),0
67,185696,sc,farmer,8,C00001,Arivu Education Loan Scheme,Arivu Education Loan Scheme,0
67,185696,sc,farmer,8,C00001,Prabuddha Overseas Scholarship,Prabuddha Overseas Scholarship,0
67,185696,sc,farmer,8,C00001,Free Laptops for SC/ST Students,Free Laptops for SC/ST Students,0
67,185696,sc,farmer,8,C00001,Incentive for SSLC & 2nd PUC (Minority),Incentive for SSLC & 2nd PUC (Minority),0
67,185696,sc,farmer,8,C00001,PhD Fellowship (Social Welfare Board),PhD Fellowship (Social Welfare Board),0
67,185696,sc,farmer,8,C00001,SSP Pre-Matric Scholarship,SSP Pre-Matric Scholarship,0
67,185696,sc,farmer,8,C00001,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
67,185696,sc,farmer,8,C00001,Kittur Rani Chennamma Award,Kittur Rani Chennamma Award,0
67,185696,sc,farmer,8,C00001,Samriddhi Scheme (SC/ST Startups),Samriddhi Scheme (SC/ST Startups),0
67,185696,sc,farmer,8,C00001,Free Cycle Scheme,Free Cycle Scheme,0
67,185696,sc,farmer,8,C00001,D. Devaraj Urs Foreign Education Scholarship,D. Devaraj Urs Foreign Education Scholarship,0
67,185696,sc,farmer,8,C00001,Adarsha Vidyalaya Entrance Fellowship,Adarsha Vidyalaya Entrance Fellowship,0
67,185696,sc,farmer,8,C00001,Vidyasiri Rural Hostel maintenance,Vidyasiri Rural Hostel maintenance,0
67,185696,sc,farmer,8,C00001,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),Pradhan Mantri Kaushal Vikas Yojana (PMKVY),0
67,185696,sc,farmer,8,C00001,Prime Minister’s Employment Generation Programme (PMEGP),Prime Minister’s Employment Generation Programme (PMEGP),0
67,185696,sc,farmer,8,C00001,National Career Service (NCS) Portal,National Career Service (NCS) Portal,0
67,185696,sc,farmer,8,C00001,ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),0
67,185696,sc,farmer,8,C00001,DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),0
67,185696,sc,farmer,8,C00001,PM-DAKSH Yojana,PM-DAKSH Yojana,0
67,185696,sc,farmer,8,C00001,STRIVE (Skills Strengthening for Industrial Value Enhancement),STRIVE (Skills Strengthening for Industrial Value Enhancement),0
67,185696,sc,farmer,8,C00001,SANKALP Scheme,SANKALP Scheme,0
67,185696,sc,farmer,8,C00001,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
67,185696,sc,farmer,8,C00001,Jan Shikshan Sansthan (JSS),Jan Shikshan Sansthan (JSS),0
67,185696,sc,farmer,8,C00001,PM Kaushal Kendra (PMKK),PM Kaushal Kendra (PMKK),0
67,185696,sc,farmer,8,C00001,National SC-ST Hub (NSSH),National SC-ST Hub (NSSH),0
67,185696,sc,farmer,8,C00001,SAMRATH (Textile Skill Development),SAMRATH (Textile Skill Development),0
67,185696,sc,farmer,8,C00001,Self-Employment Lending (OBC/EBC),Self-Employment Lending (OBC/EBC),0
67,185696,sc,farmer,8,C00001,Credit Guarantee for Micro Units (CGFMU),Credit Guarantee for Micro Units (CGFMU),0
67,185696,sc,farmer,8,C00001,Yuva Nidhi Scheme,Yuva Nidhi Scheme,0
67,185696,sc,farmer,8,C00001,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
67,185696,sc,farmer,8,C00001,CMEGP (Self-Employment Generation),CMEGP (Self-Employment Generation),0
67,185696,sc,farmer,8,C00001,Dr. Ambedkar Swavalambana Yojana,Dr. Ambedkar Swavalambana Yojana,0
67,185696,sc,farmer,8,C00001,Samriddhi (Franchise-based Entrepreneurship),Samriddhi (Franchise-based Entrepreneurship),0
